Rk,Ht,From,To,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1706,6-6,2009,2011,TOT,NBA,Kyle Weaver\weaveky01,73,19,1379,134,304,92,185,42,119,53,72,34,124,158,119,55,33,80,97,363,0.441,0.497,0.353,0.51,0.736,0.541
1707,6-9,2018,2018,BRK,NBA,James Webb\webbja01,10,0,120,6,24,2,5,4,19,0,0,8,16,24,4,1,0,4,10,16,0.25,0.4,0.211,0.333,,0.333
1708,6-9,2000,2008,TOT,NBA,Chris Webber\webbech01,501,499,18450,4377,9487,4297,9187,80,300,1735,2429,1166,3670,4836,2146,701,592,1328,1544,10569,0.461,0.468,0.267,0.466,0.714,0.501
1709,6-2,2016,2018,TOT,NBA,Briante Weber\weberbr01,45,4,611,58,142,53,116,5,26,22,30,24,62,86,64,39,9,32,56,143,0.408,0.457,0.192,0.426,0.733,0.461
1710,6-7,2006,2015,TOT,NBA,Martell Webster\webstma02,580,266,13914,1696,4062,906,1995,790,2067,874,1105,352,1459,1811,588,299,160,536,1055,5056,0.418,0.454,0.382,0.515,0.791,0.556
1711,6-6,2009,2016,TOT,NBA,Sonny Weems\weemsso01,183,47,3335,514,1106,480,986,34,120,127,181,88,314,402,257,84,28,198,268,1189,0.465,0.487,0.283,0.48,0.702,0.501
1712,6-5,2000,2008,TOT,NBA,Bonzi Wells\wellsbo01,584,275,15098,2803,6091,2581,5411,222,680,1288,1842,796,1932,2728,1246,768,191,1209,1521,7116,0.46,0.477,0.326,0.478,0.699,0.516
1713,6-7,2003,2006,TOT,NBA,Jiri Welsch\welscji01,247,102,4596,516,1280,398,936,118,344,369,491,120,482,602,375,187,15,262,394,1519,0.403,0.425,0.343,0.449,0.752,0.508
1714,7-0,2000,2000,SAC,NBA,Bill Wennington\wennibi01,7,0,57,6,19,6,19,0,0,2,2,5,14,19,1,2,2,1,13,14,0.316,0.316,,0.316,1,0.352
1715,6-0,2000,2007,TOT,NBA,David Wesley\wesleda01,551,503,18562,2636,6417,1914,4430,722,1987,1278,1625,278,1064,1342,1992,658,84,931,1332,7272,0.411,0.432,0.363,0.467,0.786,0.51
1716,6-9,2004,2018,TOT,NBA,David West\westda01,1034,742,29144,5703,11519,5646,11304,57,215,2571,3148,1784,4806,6590,2273,764,850,1660,2408,14034,0.495,0.499,0.265,0.498,0.817,0.544
1717,6-4,2005,2012,TOT,NBA,Delonte West\westde01,432,258,11842,1601,3571,1225,2559,376,1012,620,751,213,1052,1265,1540,465,179,702,828,4198,0.448,0.479,0.372,0.501,0.826,0.538
1718,6-6,2000,2001,VAN,NBA,Doug West\westdo01,53,6,752,70,183,70,178,0,5,40,47,22,64,86,57,15,12,23,101,180,0.383,0.393,0,0.383,0.851,0.442
1719,6-5,2008,2011,TOT,NBA,Mario West\westma02,162,9,796,56,125,54,115,2,10,40,71,60,82,142,51,45,8,31,134,154,0.448,0.47,0.2,0.456,0.563,0.493
1720,6-10,2000,2000,PHO,NBA,Mark West\westma01,22,2,127,5,12,5,12,0,0,5,8,6,25,31,2,2,4,6,23,15,0.417,0.417,,0.417,0.625,0.483
1721,6-3,2009,2018,OKC,NBA,Russell Westbrook\westbru01,748,731,25700,5996,13780,5193,11196,803,2584,4389,5395,1262,3691,4953,6113,1300,217,3001,1816,17184,0.435,0.464,0.311,0.464,0.814,0.532
1722,6-10,2006,2006,UTA,NBA,Robert Whaley\whalero01,23,0,212,23,57,23,57,0,0,3,6,16,27,43,17,7,8,14,41,49,0.404,0.404,,0.404,0.5,0.411
1723,6-7,2018,2018,ATL,NBA,Andrew White\whitean01,15,0,209,25,73,7,24,18,49,1,4,4,30,34,6,3,1,8,12,69,0.342,0.292,0.367,0.466,0.25,0.461
1724,6-9,2009,2014,TOT,NBA,D.J. White\whitedj01,138,11,2111,348,687,347,684,1,3,113,157,117,320,437,80,39,57,65,199,810,0.507,0.507,0.333,0.507,0.72,0.536
1725,6-5,2018,2018,SAS,NBA,Derrick White\whitede01,17,0,139,16,33,8,20,8,13,14,20,5,21,26,9,4,3,6,8,54,0.485,0.4,0.615,0.606,0.7,0.646
1726,6-9,2000,2005,TOT,NBA,Jahidi White\whiteja01,314,209,5722,719,1411,719,1410,0,1,467,868,684,1202,1886,62,116,344,381,848,1905,0.51,0.51,0,0.51,0.538,0.531
1727,6-7,2007,2013,TOT,NBA,James White\whiteja02,67,18,583,71,162,54,112,17,50,23,34,8,60,68,35,17,6,25,53,182,0.438,0.482,0.34,0.491,0.676,0.514
1728,6-8,2017,2018,MIA,NBA,Okaro White\whiteok01,41,4,551,40,103,24,58,16,45,22,25,28,65,93,23,11,11,19,58,118,0.388,0.414,0.356,0.466,0.88,0.518
1729,6-9,2002,2005,TOT,NBA,Rodney White\whitero02,218,21,3354,617,1455,526,1165,91,290,215,287,113,372,485,237,118,65,285,309,1540,0.424,0.452,0.314,0.455,0.749,0.487
1730,6-8,2014,2014,SAC,NBA,Royce White\whitero03,3,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,,0
1731,6-4,2017,2018,BRK,NBA,Isaiah Whitehead\whiteis01,89,26,1823,244,594,193,427,51,167,104,132,36,174,210,212,50,38,166,198,643,0.411,0.452,0.305,0.454,0.788,0.493
1732,7-0,2011,2018,TOT,NBA,Hassan Whiteside\whiteha01,271,206,7255,1522,2647,1520,2645,2,2,650,1037,866,2226,3092,147,168,662,446,701,3696,0.575,0.575,1,0.575,0.627,0.595
1733,6-0,2000,2004,TOT,NBA,Chris Whitney\whitnch01,290,153,6568,814,2041,436,1033,378,1008,429,494,49,425,474,1034,217,18,372,596,2435,0.399,0.422,0.375,0.491,0.868,0.539
1734,6-11,2015,2016,IND,NBA,Shayne Whittington\whittsh01,27,0,149,24,53,23,45,1,8,19,25,15,26,41,9,6,3,10,25,68,0.453,0.511,0.125,0.462,0.76,0.531
1735,6-8,2015,2018,MIN,NBA,Andrew Wiggins\wiggian01,327,327,11841,2369,5301,2058,4358,311,943,1398,1887,423,928,1351,683,337,177,684,701,6447,0.447,0.472,0.33,0.476,0.741,0.526
1736,6-5,2015,2017,TOT,NBA,C.J. Wilcox\wilcocj01,66,0,376,50,135,31,78,19,57,13,16,6,25,31,30,15,4,18,30,132,0.37,0.397,0.333,0.441,0.813,0.465
1737,6-10,2003,2013,TOT,NBA,Chris Wilcox\wilcoch01,628,261,12474,2101,3884,2101,3866,0,18,948,1474,970,2106,3076,455,322,246,705,1517,5150,0.541,0.543,0,0.541,0.643,0.568
1738,6-7,2018,2018,BRK,NBA,Jacob Wiley\wileyja01,5,0,33,1,4,0,2,1,2,1,2,2,9,11,2,1,0,0,4,4,0.25,0,0.5,0.375,0.5,0.41
1739,6-6,2005,2018,TOT,NBA,Damien Wilkins\wilkida02,582,150,10991,1344,3157,1139,2530,205,627,711,908,441,921,1362,796,431,130,524,945,3604,0.426,0.45,0.327,0.458,0.783,0.507
1740,5-10,2003,2010,TOT,NBA,Mike Wilks\wilksmi01,233,11,2240,217,540,183,434,34,106,123,166,57,171,228,271,82,10,117,215,591,0.402,0.422,0.321,0.433,0.741,0.482
1741,6-9,2000,2008,TOT,NBA,Aaron Williams\williaa01,556,66,10138,1310,2667,1309,2655,1,12,814,1097,846,1504,2350,433,231,442,543,1466,3435,0.491,0.493,0.083,0.491,0.742,0.545
1742,6-8,2016,2018,PHO,NBA,Alan Williams\willial03,62,0,846,155,309,155,308,0,1,85,135,111,241,352,36,36,38,50,153,395,0.502,0.503,0,0.502,0.63,0.536
1743,6-5,2000,2007,TOT,NBA,Alvin Williams\willial02,356,276,10488,1444,3431,1259,2837,185,594,516,680,209,768,977,1644,460,94,509,724,3589,0.421,0.444,0.311,0.448,0.759,0.481
1744,6-6,2003,2003,ATL,NBA,Brandon Williams\willibr01,6,0,19,1,7,1,6,0,1,0,0,2,0,2,0,2,0,3,4,2,0.143,0.167,0,0.143,,0.143
1745,6-5,2018,2018,LAC,NBA,C.J. Williams\willicj01,38,17,707,87,197,65,119,22,78,13,16,12,44,56,43,31,13,20,63,209,0.442,0.546,0.282,0.497,0.813,0.512
1746,6-3,2006,2017,TOT,NBA,Deron Williams\willide01,845,771,28865,4874,10964,3696,7668,1178,3296,2878,3502,353,2266,2619,6819,867,206,2402,2132,13804,0.445,0.482,0.357,0.498,0.822,0.552
1747,6-8,2012,2018,TOT,NBA,Derrick Williams\willide02,428,112,8864,1329,3064,1078,2226,251,838,900,1267,351,1342,1693,293,199,108,399,532,3809,0.434,0.484,0.3,0.475,0.71,0.526
1748,6-5,2012,2016,TOT,NBA,Elliot Williams\williel01,109,2,1470,193,458,139,284,54,174,97,145,38,123,161,94,45,6,78,158,537,0.421,0.489,0.31,0.48,0.669,0.515
1749,6-8,2000,2007,TOT,NBA,Eric Williams\willier01,480,223,10901,1146,2844,938,2200,208,644,1023,1383,442,1049,1491,688,389,71,504,1151,3523,0.403,0.426,0.323,0.44,0.74,0.51
1750,6-3,2003,2005,TOT,NBA,Frank Williams\willifr02,86,3,952,92,261,68,181,24,80,45,54,13,64,77,166,34,11,83,87,253,0.352,0.376,0.3,0.398,0.833,0.444
1751,6-1,2000,2011,TOT,NBA,Jason Williams\willija02,738,617,21383,2834,7082,1696,3621,1138,3461,819,999,178,1479,1657,4312,838,59,1500,1009,7625,0.4,0.468,0.329,0.481,0.82,0.507
1752,6-9,2009,2011,CLE,NBA,Jawad Williams\willija04,90,7,1153,127,344,82,200,45,144,41,57,24,109,133,56,22,8,35,109,340,0.369,0.41,0.313,0.435,0.719,0.461
1753,6-2,2003,2003,CHI,NBA,Jay Williams\willija03,75,54,1961,273,685,208,483,65,202,103,161,27,168,195,350,86,17,171,179,714,0.399,0.431,0.322,0.446,0.64,0.472
1754,6-9,2000,2005,TOT,NBA,Jerome Williams\willije01,427,146,10119,1130,2252,1129,2227,1,25,790,1231,1098,1867,2965,396,491,110,473,959,3051,0.502,0.507,0.04,0.502,0.642,0.546
1755,6-10,2012,2012,NJN,NBA,Jordan Williams\willijo03,43,5,635,77,152,77,152,0,0,43,66,66,90,156,11,21,15,23,61,197,0.507,0.507,,0.507,0.652,0.544
1756,6-10,2007,2008,TOT,NBA,Justin Williams\williju01,49,1,456,67,117,67,116,0,1,31,89,71,93,164,2,10,21,19,68,165,0.573,0.578,0,0.573,0.348,0.528
1757,6-9,2000,2000,WAS,NBA,Lorenzo Williams\willilo01,8,0,76,7,9,7,9,0,0,0,0,12,13,25,1,3,6,3,13,14,0.778,0.778,,0.778,,0.778
1758,6-1,2006,2018,TOT,NBA,Lou Williams\willilo02,861,109,21025,3782,9005,2647,5740,1135,3265,3108,3728,323,1513,1836,2692,777,160,1382,1169,11807,0.42,0.461,0.348,0.483,0.834,0.555
1759,6-7,2008,2009,TOT,NBA,Marcus Williams\willima04,13,0,39,7,22,7,22,0,0,0,0,4,8,12,3,1,1,0,4,14,0.318,0.318,,0.318,,0.318
1760,6-3,2007,2010,TOT,NBA,Marcus Williams\willima03,203,10,3095,427,1107,301,715,126,392,148,193,56,305,361,574,87,7,295,197,1128,0.386,0.421,0.321,0.443,0.767,0.473
1761,6-9,2006,2018,TOT,NBA,Marvin Williams\willima02,939,752,26897,3534,7953,2684,5597,850,2356,1948,2411,1170,3786,4956,1221,717,486,941,1896,9866,0.444,0.48,0.361,0.498,0.808,0.547
1762,6-5,2018,2018,MIA,NBA,Matt Williams\willima05,3,0,11,2,6,1,1,1,5,0,0,0,1,1,0,0,0,1,1,5,0.333,1,0.2,0.417,,0.417
1763,6-1,2004,2016,TOT,NBA,Mo Williams\willima01,818,525,23872,4051,9326,2957,6435,1094,2891,1563,1795,407,1857,2264,3990,721,121,1849,2005,10759,0.434,0.46,0.378,0.493,0.871,0.532
1764,6-8,2000,2003,TOT,NBA,Monty Williams\willimo01,246,44,4272,657,1344,654,1320,3,24,320,465,274,499,773,307,136,55,297,490,1637,0.489,0.495,0.125,0.49,0.688,0.529
1765,6-6,2010,2017,TOT,NBA,Reggie Williams\willire02,206,32,3736,599,1313,400,768,199,545,201,268,105,388,493,301,88,13,142,241,1598,0.456,0.521,0.365,0.532,0.75,0.558
1766,6-10,2000,2005,TOT,NBA,Scott Williams\willisc01,306,147,5048,692,1523,689,1511,3,12,242,320,481,895,1376,123,156,174,194,790,1629,0.454,0.456,0.25,0.455,0.756,0.49
1767,6-10,2008,2012,TOT,NBA,Sean Williams\willise01,137,29,1978,229,448,229,447,0,1,123,197,183,289,472,47,47,162,120,324,581,0.511,0.512,0,0.511,0.624,0.543
1768,6-1,2000,2007,TOT,NBA,Shammond Williams\willish01,323,28,5347,676,1683,420,983,256,700,281,352,106,412,518,764,196,14,331,379,1889,0.402,0.427,0.366,0.478,0.798,0.514
1769,6-9,2007,2015,TOT,NBA,Shawne Williams\willish03,314,58,5368,650,1612,375,800,275,812,194,257,247,698,945,220,127,156,197,656,1769,0.403,0.469,0.339,0.489,0.755,0.513
1770,6-9,2007,2012,TOT,NBA,Shelden Williams\willish02,361,104,5586,590,1276,588,1267,2,9,436,589,529,1033,1562,163,179,164,304,733,1618,0.462,0.464,0.222,0.463,0.74,0.527
