"","Player","Year","RPM1","RPM2","RPM3","Pos","Age","Ht","G","MP","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OBPM","DBPM","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","PF","PTS","ORtg","DRtg"
"3606","Shawn Marion",2002,5.5,3.8,4.9,"SF",23,"79",65.3333333333333,2100.5,0.519166666666667,0.0616666666666667,0.2,8.88333333333333,21.95,15.3833333333333,9.46666666666667,1.96666666666667,2.73333333333333,9.05,21.1,0.0333333333333333,2.25,9.66666666666667,20.45,0.473666666666667,0.366666666666667,1.3,0.282051282051282,9.33333333333333,19.15,0.487380330722367,3.38333333333333,4.06666666666667,0.831967213114754,4.16666666666667,23.1333333333333,107.666666666667,96.1666666666667
"3607","Shawn Marion",2011,1.1,2.8,-1.05,"SF",32,"79",72.8333333333333,2405.5,0.531166666666667,0.0481666666666667,0.186,8.38333333333333,18.1166666666667,13.3166666666667,8.43333333333334,1.71666666666667,1.96666666666667,11.1166666666667,18.6666666666667,-0.816666666666667,1.71666666666667,8.65,17.3333333333333,0.4985,0.15,0.816666666666667,0.183673469387755,8.5,16.4666666666667,0.516194331983806,2.5,3.18333333333333,0.785340314136126,3,19.9333333333333,107,105.5
"11538","Shelden Williams",2008,-5.4,-1.1,-1.9,"PF",24,"81",75.3333333333333,1268,0.51,0.0103333333333333,0.428333333333333,10.3333333333333,23.1666666666667,16.7,4.46666666666667,1.7,2.03333333333333,16.1666666666667,16.2666666666667,-3.76666666666667,-0.333333333333333,5.9,13.3,0.448,0.0666666666666667,0.1,0.666666666666667,5.9,13.1333333333333,0.449238578680203,4.16666666666667,5.73333333333333,0.726744186046512,7.1,16.0666666666667,101,105.666666666667
"11539","Shelden Williams",2007,-5,-5.4,-1.1,"PF",23,"81",81,1514,0.518,0.011,0.395,10.3,24.5,17.3,4.8,1.8,2,18.3,15.9,-3.7,0.1,5.8,12.9,0.455,0.1,0.1,1,5.8,12.7,0.456692913385827,3.9,5.1,0.764705882352941,7,15.6,100,105
"3608","Shelden Williams",2009,-1.1,-1.9,-1.1,"PF",25,"81",69.3333333333333,1101,0.5075,0.0106666666666667,0.429333333333333,10.4333333333333,23.1333333333333,16.7333333333333,4.3,1.76666666666667,2.15,15.7,16.8166666666667,-3.93333333333333,-0.466666666666667,6.1,13.7833333333333,0.4465,0.05,0.116666666666667,0.428571428571429,6.1,13.6166666666667,0.447980416156671,4.28333333333333,5.93333333333333,0.721910112359551,7,16.5833333333333,100.833333333333,106.166666666667
"11540","Shelvin Mack",2012,-3.9,-0.34,-2.18,"PG",21,"75",64,779,0.468,0.191,0.268,1.7,11.7,6.7,26,1.9,0.2,16.3,16.9,-2.2,-1.8,5.9,14.7,0.4,0.8,2.8,0.285714285714286,5.1,11.9,0.428571428571429,2.8,3.9,0.717948717948718,3.3,15.3,99,108
"2931","Shelvin Mack",2013,-0.34,-2.18,-0.73,"PG-SG",22,"75",53,658,0.491,0.257,0.221,1.4,11.1333333333333,6.26666666666667,26.1,1.9,0.133333333333333,17.6666666666667,17.4333333333333,-2.16666666666667,-1.8,6.33333333333333,15.0333333333333,0.42,1.26666666666667,3.9,0.324786324786325,5.06666666666667,11.1333333333333,0.455089820359281,2.23333333333333,3.26666666666667,0.683673469387755,3.83333333333333,16.1333333333333,99,107.333333333333
"3609","Shelvin Mack",2014,-2.18,-0.73,-2.79,"PG",23,"75",54.5,776.5,0.498,0.286333333333333,0.201,1.38333333333333,10.9666666666667,6.18333333333333,26.5666666666667,1.86666666666667,0.116666666666667,17.3333333333333,17.7833333333333,-1.91666666666667,-1.78333333333333,6.53333333333333,15.4333333333333,0.422833333333333,1.48333333333333,4.48333333333333,0.330855018587361,5.05,10.95,0.461187214611872,2.13333333333333,3.03333333333333,0.703296703296703,3.85,16.6666666666667,100,107.5
"3610","Shelvin Mack",2015,-0.73,-2.79,-0.85,"PG",24,"75",49,843.5,0.52,0.389333333333333,0.1305,1.11666666666667,10.15,5.66666666666667,27.5166666666667,1.81666666666667,0.0666666666666667,17.2666666666667,18.8333333333333,-1.43333333333333,-1.83333333333333,7.16666666666667,16.5333333333333,0.435833333333333,2.21666666666667,6.45,0.343669250645995,4.95,10.0833333333333,0.490909090909091,1.53333333333333,2.15,0.713178294573643,3.91666666666667,18.1166666666667,101.5,107
"11541","Smush Parker",2003,NA,NA,1,"PG",21,"76",66,1103,0.523,0.349,0.349,2.9,9.3,6,24.7,2.2,0.8,25.4,20.6,-2.1,-2.2,6.3,15.7,0.402,1.8,5.5,0.327272727272727,4.5,10.2,0.441176470588235,4.5,5.5,0.818181818181818,4.9,18.9,92,108
"11542","Solomon Hill",2015,0.14,0.43,-2.47,"SF",23,"79",82,2381,0.507,0.328,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,-1.1,0.8,5.4,13.7,0.396,1.5,4.5,0.333333333333333,4,9.2,0.434782608695652,3.4,4.2,0.809523809523809,3.8,15.8,101,105
"11543","Solomon Jones",2007,NA,-1.4,-3.1,"PF",22,"82",58,666,0.587,0.008,0.586,8.7,15.9,12.3,2.7,0.9,4.9,13.4,12.8,-2.7,0.2,5.2,10.3,0.508,0,0.1,0,5.2,10.2,0.509803921568628,4.7,6,0.783333333333333,9.9,15.1,116,107
"11544","Speedy Claxton",2002,0,0.9,-0.5,"PG",23,"71",67,1528,0.469,0.073,0.301,3.5,8.4,5.9,21.9,3.4,0.3,15.7,18.2,-1.6,1,6.4,16,0.4,0.1,1.2,0.0833333333333333,6.3,14.8,0.425675675675676,4,4.8,0.833333333333333,5.1,17,98,100
"2932","Speedy Claxton",2003,0.9,-0.5,0.1,"PG",24,"71",54.6666666666667,1175.66666666667,0.482333333333333,0.074,0.331666666666667,4.23333333333333,8.26666666666667,6.23333333333333,23.5666666666667,3.1,0.533333333333333,16.1666666666667,18.8666666666667,-1.1,0.733333333333333,6.8,16.1333333333333,0.420666666666667,0.0666666666666667,1.2,0.0555555555555556,6.73333333333333,14.9333333333333,0.450892857142857,4.13333333333333,5.36666666666667,0.770186335403727,5.03333333333333,17.8666666666667,100.333333333333,100.333333333333
"3611","Speedy Claxton",2004,-0.5,0.1,-5.1,"PG",25,"71",53.5,1186.83333333333,0.489,0.0688333333333333,0.352666666666667,4.1,8.26666666666667,6.16666666666667,24.7,3.08333333333333,0.55,15.9,19.3166666666667,-0.7,0.583333333333333,6.98333333333333,16.4,0.425166666666667,0.0666666666666667,1.11666666666667,0.0597014925373134,6.91666666666667,15.2666666666667,0.453056768558952,4.48333333333333,5.81666666666667,0.770773638968481,5,18.5833333333333,101.833333333333,100.833333333333
"11545","Spencer Dinwiddie",2015,NA,-0.49,2.4,"PG",21,"78",34,455,0.394,0.385,0.201,0.9,10.9,5.7,34.9,2.2,1,15.2,21.1,-2.6,-1.5,5.8,19.2,0.302,1.4,7.4,0.189189189189189,4.4,11.8,0.372881355932203,3.5,3.9,0.897435897435897,6,16.5,92,107
"11546","Spencer Hawes",2009,-0.3,-1.3,2.7,"C",20,"85",73,1373.66666666667,0.493666666666667,0.092,0.178,8.4,20.3666666666667,14.4666666666667,8.9,0.866666666666667,3.23333333333333,14.5666666666667,19.5333333333333,-3.4,-0.266666666666667,8.13333333333333,17.5333333333333,0.461333333333333,0.433333333333333,1.6,0.270833333333333,7.63333333333333,15.9333333333333,0.47907949790795,2.06666666666667,3.16666666666667,0.652631578947369,6.53333333333333,18.7333333333333,97.3333333333333,110.333333333333
"2933","Spencer Hawes",2010,-1.3,2.7,-0.1,"C",21,"85",73.1666666666667,1535.83333333333,0.497166666666667,0.102833333333333,0.174166666666667,8.36666666666667,19.9666666666667,14.2166666666667,9.81666666666667,0.883333333333333,3.21666666666667,14.8166666666667,19.6,-2.98333333333333,0,8.2,17.6333333333333,0.462833333333333,0.516666666666667,1.8,0.287037037037037,7.63333333333333,15.8166666666667,0.482613277133825,2.05,3.1,0.661290322580645,6.26666666666667,18.9333333333333,98,110.333333333333
"11547","Spencer Hawes",2013,-1.85,-1.69,0.65,"C",24,"85",66.5,1537.83333333333,0.4985,0.063,0.167166666666667,8.9,22.6333333333333,15.7166666666667,13.7166666666667,0.85,3.5,13.6666666666667,19.7,-2,2.25,8.51666666666667,18.05,0.472833333333333,0.333333333333333,1.13333333333333,0.294117647058823,8.21666666666667,16.9166666666667,0.485714285714286,1.95,3.03333333333333,0.642857142857143,5.9,19.3666666666667,100.666666666667,101.166666666667
"2934","Spencer Hawes",2012,-0.1,-1.85,-1.69,"C",23,"85",69.1666666666667,1678,0.5,0.0935,0.159833333333333,8.76666666666667,20.2333333333333,14.4666666666667,13.2666666666667,0.9,3.28333333333333,14.65,19.4833333333333,-1.83333333333333,1.7,8.38333333333333,17.8166666666667,0.4705,0.483333333333333,1.63333333333333,0.295918367346939,7.93333333333333,16.1333333333333,0.491735537190083,1.85,2.83333333333333,0.652941176470588,5.7,19.0833333333333,100.333333333333,105
"11548","Spencer Hawes",2008,-2.1,-0.3,-1.3,"C",19,"85",71,931,0.486,0.066,0.182,8.8,20.1,14.6,7.7,0.8,3.3,14,19.2,-3.9,-0.5,8,17.3,0.459,0.2,1.1,0.181818181818182,7.7,16.2,0.475308641975309,2.1,3.2,0.65625,7,18.2,97,109
"3612","Spencer Hawes",2014,-1.69,0.65,-3,"C",25,"85",59.1666666666667,1616,0.522166666666667,0.112833333333333,0.179333333333333,8.46666666666667,22.9166666666667,15.55,15.9333333333333,0.8,3.76666666666667,13.8,20.3833333333333,-0.866666666666667,2.3,8.86666666666667,18.65,0.475166666666667,0.766666666666667,2.08333333333333,0.368,8.06666666666667,16.5666666666667,0.48692152917505,2.51666666666667,3.33333333333333,0.755,5.51666666666667,21,104.333333333333,101
"3613","Spencer Hawes",2011,2.7,-0.1,-1.85,"C",22,"85",76,2050.5,0.503666666666667,0.1265,0.163833333333333,8.11666666666667,20.1,14.0666666666667,11.9166666666667,0.95,3.13333333333333,15.3166666666667,19.7833333333333,-2.18333333333333,0.766666666666667,8.33333333333333,17.85,0.4665,0.733333333333333,2.25,0.325925925925926,7.61666666666667,15.5666666666667,0.489293361884368,1.9,2.93333333333333,0.647727272727273,5.61666666666667,19.3333333333333,98.8333333333333,110
"11549","Stacey Augmon",2000,-0.2,-1.3,-3.5,"SG",31,"80",59,692,0.51,0.011,0.314,7.5,12,9.9,11.9,2.1,1.2,16,15.8,-1.6,1.1,6.4,13.5,0.474,0,0.2,0,6.4,13.4,0.477611940298507,2.9,4.2,0.69047619047619,5.3,15.7,103,101
"11550","Stacey Augmon",2003,-3.3,-3.1,-3.1,"SG",34,"80",70.3333333333333,1174.33333333333,0.494166666666667,0.0165,0.328666666666667,5.43333333333333,11.7333333333333,8.56666666666667,12.6,2.15,1.01666666666667,13.5666666666667,14.2,-1.93333333333333,0.816666666666667,5.61666666666667,12.4833333333333,0.449333333333333,0,0.2,0,5.61666666666667,12.2666666666667,0.457880434782609,2.9,4.11666666666667,0.704453441295547,4.8,14.1333333333333,104,103
"2935","Stacey Augmon",2002,-3.5,-3.3,-3.1,"SG",33,"80",64.3333333333333,959.833333333333,0.505166666666667,0.012,0.317333333333333,6.7,11.6166666666667,9.23333333333333,12.2666666666667,2.16666666666667,1.15,14.65,15,-1.53333333333333,1.01666666666667,6.08333333333333,13,0.467166666666667,0,0.183333333333333,0,6.08333333333333,12.8666666666667,0.47279792746114,2.83333333333333,4.11666666666667,0.688259109311741,5.03333333333333,15,104.166666666667,102
"2936","Stacey Augmon",2001,-1.3,-3.5,-3.3,"SG",32,"80",61.3333333333333,855.333333333333,0.510333333333333,0.0123333333333333,0.318333333333333,7.1,11.2333333333333,9.26666666666667,12.1666666666667,2.13333333333333,1.23333333333333,15.2,15.1666666666667,-1.4,1.03333333333333,6.2,13.0333333333333,0.475,0,0.2,0,6.2,12.9,0.48062015503876,2.8,4.13333333333333,0.67741935483871,5.13333333333333,15.2,104.333333333333,101.666666666667
"11551","Stanislav Medvedenko",2002,-7.6,-2.2,-6.2,"C",22,"82",71,729,0.5,0.013,0.204,13,10.9,12,9.9,2.1,1.1,11.3,23,-0.4,-0.7,10.4,21.7,0.477,0,0.3,0,10.4,21.4,0.485981308411215,2.9,4.4,0.659090909090909,8.5,23.7,104,103
"11552","Stephen Curry",2014,9.34,8.51,7.41,"PG",25,"75",52,1834.66666666667,0.6005,0.422666666666667,0.1915,2.21666666666667,10.5,6.4,33.1666666666667,2.46666666666667,0.566666666666667,15.75,25.5166666666667,5.68333333333333,-0.95,10.6166666666667,22.4,0.473833333333333,4.25,9.5,0.447368421052632,6.35,12.9166666666667,0.491612903225807,3.75,4.33333333333333,0.865384615384615,3.9,29.2,113.833333333333,107
"11553","Stephen Curry",2010,1.9,3.4,5.4,"PG",21,"75",80,2896,0.568,0.332,0.175,1.8,12,6.8,24.6,2.5,0.5,16.5,21.8,1.8,-0.7,8.7,18.9,0.462,2.7,6.3,0.428571428571429,6,12.6,0.476190476190476,2.9,3.3,0.878787878787879,4.2,23.1,107,111
"2937","Stephen Curry",2012,5.4,6.24,9.34,"PG",23,"75",69,2399.66666666667,0.583166666666667,0.3425,0.186,2.05,11.5166666666667,6.7,27.05,2.45,0.583333333333333,16.55,23.0333333333333,2.85,-1.1,9.5,20.0833333333333,0.472666666666667,3.03333333333333,6.91666666666667,0.43855421686747,6.46666666666667,13.2,0.48989898989899,3.33333333333333,3.73333333333333,0.892857142857143,4.4,25.3833333333333,109.833333333333,110.833333333333
"2938","Stephen Curry",2015,8.51,7.41,6.65,"PG",26,"75",78.3333333333333,2875.66666666667,0.604166666666667,0.444666666666667,0.230833333333333,2.15,10.0833333333333,6.2,35.2833333333333,2.28333333333333,0.366666666666667,14.6,27.45,7.21666666666667,-0.4,11.1833333333333,24.05,0.463666666666667,4.71666666666667,10.7166666666667,0.440124416796267,6.45,13.3666666666667,0.482543640897756,5.01666666666667,5.58333333333333,0.898507462686567,3.33333333333333,32.05,116.833333333333,105
"2939","Stephen Curry",2013,6.24,9.34,8.51,"PG",24,"75",58.6666666666667,1985.66666666667,0.597333333333333,0.370833333333333,0.196,2.3,10.7333333333333,6.48333333333333,30,2.38333333333333,0.616666666666667,16.15,24.6,4.36666666666667,-1.38333333333333,10.3666666666667,21.6333333333333,0.4785,3.61666666666667,8.06666666666667,0.448347107438017,6.73333333333333,13.6166666666667,0.494492044063648,3.8,4.23333333333333,0.89763779527559,4.38333333333333,28.0833333333333,113,109.833333333333
"2940","Stephen Curry",2011,3.4,5.4,6.24,"PG",22,"75",78,2760.33333333333,0.577,0.329666666666667,0.188666666666667,1.96666666666667,11.6333333333333,6.7,25.7666666666667,2.4,0.533333333333333,16.4666666666667,22.6666666666667,2.36666666666667,-1,9.23333333333333,19.7333333333333,0.468,2.83333333333333,6.53333333333333,0.433673469387755,6.4,13.2333333333333,0.483627204030227,3.36666666666667,3.73333333333333,0.901785714285714,4.36666666666667,24.7,109,111.333333333333
"11554","Stephen Jackson",2006,-0.6,0.1,0.2,"SG",27,"80",70.5,2557,0.5185,0.335,0.260833333333333,3.23333333333333,11.35,7.35,14.7166666666667,2.28333333333333,0.633333333333333,13.0833333333333,25.7333333333333,1.3,-0.683333333333333,9.61666666666667,23.2,0.415333333333333,2.7,7.78333333333333,0.346895074946467,6.88333333333333,15.3833333333333,0.447453954496208,4.85,6.03333333333333,0.803867403314917,4.11666666666667,26.8333333333333,100.666666666667,105.333333333333
"11555","Stephen Jackson",2003,0.8,0.4,0.2,"SG",24,"80",103.666666666667,2411.33333333333,0.678333333333333,0.392,0.310666666666667,4,15.5,9.66666666666667,19.8,3.7,0.9,22.5666666666667,28.1666666666667,-1.3,-0.333333333333333,10.5,24.4666666666667,0.57,2.33333333333333,7.23333333333333,0.32258064516129,8.06666666666667,17.2,0.468992248062016,4.2,5.73333333333333,0.732558139534884,6.8,27.4666666666667,126,138
"11556","Stephen Jackson",2010,-0.2,-1.6,-2.4,"SG-PF",31,"80",69.6666666666667,2728.66666666667,0.531,0.356166666666667,0.3235,2.8,10.5333333333333,6.65,19.0833333333333,1.76666666666667,0.833333333333333,14.15,24.5333333333333,1.36666666666667,-1.11666666666667,8.7,21.15,0.411,2.65,7.48333333333333,0.354120267260579,6.08333333333333,13.7,0.444038929440389,5.58333333333333,6.83333333333333,0.817073170731707,3.06666666666667,25.65,104.833333333333,111.333333333333
"2941","Stephen Jackson",2007,0.1,0.2,0.8,"SF-SG",28,"80",65,2286.16666666667,0.519666666666667,0.327666666666667,0.291833333333333,2.61666666666667,11.3166666666667,7.05,14.6166666666667,1.91666666666667,0.833333333333333,12.8166666666667,25.5333333333333,0.433333333333333,-0.266666666666667,9.33333333333333,22.7,0.410666666666667,2.61666666666667,7.46666666666667,0.350446428571429,6.65,15.2,0.4375,5.35,6.6,0.810606060606061,4.21666666666667,26.6166666666667,101,105.333333333333
"2942","Stephen Jackson",2009,0.8,-0.2,-1.6,"SF",30,"80",71.6666666666667,2581,0.537,0.354166666666667,0.320333333333333,2.7,8.81666666666667,5.68333333333333,18.7333333333333,1.68333333333333,0.883333333333333,14.2166666666667,22.95,1.08333333333333,-1.31666666666667,8.35,19.8,0.4205,2.4,7.05,0.340425531914894,5.91666666666667,12.8166666666667,0.461638491547464,5.2,6.33333333333333,0.821052631578947,3.5,24.2666666666667,105.5,110.833333333333
"3614","Stephen Jackson",2008,0.2,0.8,-0.2,"SF",29,"80",77.6666666666667,2757.16666666667,0.525333333333333,0.3265,0.305333333333333,2.3,9.18333333333333,5.76666666666667,15.9,1.78333333333333,1,13.6833333333333,23.2166666666667,0.2,-0.283333333333333,8.5,20.3,0.417333333333333,2.28333333333333,6.61666666666667,0.345088161209068,6.18333333333333,13.7166666666667,0.450789793438639,4.95,6.2,0.798387096774194,3.61666666666667,24.2,102.333333333333,107
"2943","Stephen Jackson",2005,0.2,-0.6,0.1,"SF",26,"80",75.1666666666667,2408,0.523,0.352666666666667,0.237333333333333,3.56666666666667,11.1,7.45,14.5333333333333,2.7,0.716666666666667,14.7666666666667,24,1.16666666666667,0.05,9.08333333333333,21.4333333333333,0.426333333333333,2.48333333333333,7.51666666666667,0.330376940133038,6.58333333333333,13.85,0.475330926594464,4.01666666666667,5.08333333333333,0.79016393442623,4.48333333333333,24.75,100,102.333333333333
"11557","Stephen Jackson",2001,NA,1.7,0.8,"SF",22,"80",77,1660,0.503,0.271,0.236,2.8,11.9,7.2,15.1,2.7,0.6,17.1,20.8,-1.5,-0.7,7.7,18,0.425,1.6,4.9,0.326530612244898,6,13.1,0.458015267175573,3.1,4.3,0.72093023255814,5.2,20,93,105
"2944","Stephen Jackson",2004,0.4,0.2,-0.6,"SF",25,"80",80,2482.66666666667,0.524333333333333,0.355,0.228,3.66666666666667,10.6666666666667,7.3,14.6333333333333,2.86666666666667,0.766666666666667,15.5333333333333,23.0666666666667,1.1,0.333333333333333,8.8,20.5,0.431666666666667,2.33333333333333,7.23333333333333,0.32258064516129,6.46666666666667,13.2,0.48989898989899,3.6,4.63333333333333,0.776978417266187,4.5,23.6333333333333,99.6666666666667,101.333333333333
"11558","Stephon Marbury",2000,3.7,0.8,2.4,"PG",22,"74",74,2881,0.528,0.177,0.407,2.3,7.2,4.6,39,2,0.4,14.8,28.2,4.1,-2.3,10.2,23.7,0.432,1.2,4.2,0.285714285714286,9.1,19.5,0.466666666666667,7.9,9.7,0.814432989690722,3.5,29.5,107,109
"11559","Stephon Marbury",2004,3.4,-0.3,0.1,"PG",26,"74",81.5,3215.83333333333,0.519333333333333,0.185333333333333,0.314166666666667,2.25,7.11666666666667,4.65,36.7333333333333,1.56666666666667,0.35,14.1666666666667,26.8333333333333,3.53333333333333,-1.93333333333333,10.4,23.6666666666667,0.439166666666667,1.3,4.38333333333333,0.296577946768061,9.06666666666666,19.2833333333333,0.470181503889369,5.9,7.41666666666667,0.795505617977528,3.08333333333333,27.9666666666667,107,107.666666666667
"2945","Stephon Marbury",2002,2.4,2.2,3.4,"PG",24,"74",73,2824,0.5305,0.205166666666667,0.3765,2.35,7.08333333333333,4.61666666666667,39.05,1.75,0.283333333333333,13.8333333333333,28.4333333333333,4.86666666666667,-2.63333333333333,10.65,24.4333333333333,0.436666666666667,1.53333333333333,5.05,0.303630363036304,9.16666666666667,19.3833333333333,0.472914875322442,7.38333333333333,9.21666666666667,0.801084990958409,3.3,30.25,107.833333333333,109
"2946","Stephon Marbury",2001,0.8,2.4,2.2,"PG",23,"74",71.6666666666667,2773,0.532,0.205333333333333,0.391,2.3,7.13333333333333,4.6,39.6,1.86666666666667,0.3,13.8,28.7,5.06666666666667,-2.66666666666667,10.6333333333333,24.5,0.435,1.53333333333333,5.06666666666667,0.302631578947368,9.16666666666667,19.4333333333333,0.471698113207547,7.73333333333333,9.6,0.805555555555556,3.36666666666667,30.5666666666667,108,109
"2947","Stephon Marbury",2005,-0.3,0.1,-1.7,"PG",27,"74",81.1666666666667,3251.5,0.528833333333333,0.203833333333333,0.3275,1.9,7.28333333333333,4.56666666666667,37.6666666666667,1.88333333333333,0.333333333333333,13.3166666666667,26.5833333333333,4.41666666666667,-1.86666666666667,10.3,23.4166666666667,0.440166666666667,1.48333333333333,4.73333333333333,0.313380281690141,8.78333333333333,18.6833333333333,0.470115967885816,6.21666666666667,7.65,0.812636165577342,3.03333333333333,28.25,109.666666666667,107.166666666667
"3615","Stephon Marbury",2003,2.2,3.4,-0.3,"PG",25,"74",74.3333333333333,2880.83333333333,0.529666666666667,0.221833333333333,0.337,2.31666666666667,7.03333333333333,4.63333333333333,38.4,1.51666666666667,0.233333333333333,13.1,28.3333333333333,5.15,-2.66666666666667,11,24.95,0.441,1.73333333333333,5.56666666666667,0.311377245508982,9.25,19.3833333333333,0.477214101461737,6.65,8.43333333333333,0.788537549407115,3.11666666666667,30.4166666666667,108.333333333333,108.5
"3616","Stephon Marbury",2006,0.1,-1.7,-7.3,"PG",28,"74",77.8333333333333,3086.16666666667,0.539833333333333,0.204,0.367666666666667,1.88333333333333,7.36666666666667,4.58333333333333,37.3333333333333,1.96666666666667,0.15,13.6,24.8666666666667,4.35,-2.16666666666667,9.48333333333333,21.4,0.444666666666667,1.46666666666667,4.35,0.337164750957854,8.05,17.05,0.472140762463343,6.35,7.83333333333333,0.810638297872341,2.96666666666667,26.8,111.5,109.5
"11560","Steve Blake",2006,-3.1,-0.8,1.7,"PG",25,"75",63.5,1208.83333333333,0.502,0.479833333333333,0.188166666666667,1.98333333333333,8.63333333333333,5.23333333333333,23.1333333333333,1.6,0.233333333333333,19.0166666666667,17.05,-1.18333333333333,-2.8,5.6,14.95,0.375333333333333,2.75,7.21666666666667,0.381062355658199,2.88333333333333,7.78333333333333,0.370449678800856,2.28333333333333,2.81666666666667,0.810650887573965,3.63333333333333,16.2333333333333,99.1666666666667,110
"2948","Steve Blake",2008,1.7,-1.5,-2.3,"PG",27,"75",74.8333333333333,2036.16666666667,0.5245,0.4095,0.155666666666667,1.46666666666667,7.91666666666667,4.66666666666667,27.7166666666667,1.31666666666667,0.216666666666667,15.8833333333333,14.7833333333333,0.383333333333333,-2.4,5.7,13.45,0.424,2.1,5.53333333333333,0.379518072289157,3.6,7.95,0.452830188679245,1.61666666666667,2.1,0.76984126984127,3.05,15.1666666666667,109.5,113.166666666667
"11561","Steve Blake",2013,-1.66,-0.86,-3.86,"PG",32,"75",64.6666666666667,1398.66666666667,0.509833333333333,0.617666666666667,0.104333333333333,1.33333333333333,8.63333333333333,5.1,18.15,1.46666666666667,0.15,19.1,12.1833333333333,-1.3,-0.783333333333333,4.1,10.8833333333333,0.3755,2.48333333333333,6.75,0.367901234567901,1.6,4.18333333333333,0.382470119521912,0.95,1.15,0.826086956521739,3.31666666666667,11.6333333333333,102.166666666667,108.166666666667
"2949","Steve Blake",2007,-0.8,1.7,-1.5,"PG",26,"75",58.3333333333333,1288.5,0.498833333333333,0.4485,0.195666666666667,2.25,8.73333333333333,5.45,22.1166666666667,1.16666666666667,0.116666666666667,15.9,15.6333333333333,-0.833333333333333,-2.8,5.28333333333333,14.1333333333333,0.3785,2.46666666666667,6.38333333333333,0.386422976501305,2.86666666666667,7.76666666666667,0.369098712446352,2.2,2.81666666666667,0.781065088757397,3.4,15.3166666666667,104.166666666667,112.833333333333
"11562","Steve Blake",2011,-2.9,0,-1.66,"PG",30,"75",74.3333333333333,2077.16666666667,0.5415,0.546333333333333,0.105,1.43333333333333,8.91666666666667,5.11666666666667,24.0166666666667,1.53333333333333,0.133333333333333,16.3166666666667,15.2166666666667,1.06666666666667,-1.15,5.91666666666667,14.2333333333333,0.4125,3.11666666666667,7.66666666666667,0.406521739130435,2.78333333333333,6.58333333333333,0.422784810126582,1.25,1.51666666666667,0.824175824175824,3.18333333333333,16.25,111.833333333333,110
"11563","Steve Blake",2004,-5.1,-1.7,-3.1,"PG",23,"75",75,1392,0.509,0.496,0.165,1.4,8.2,4.7,25.8,2.1,0.4,22.7,17.9,-1.4,-2.6,5.9,15.2,0.386,2.8,7.6,0.368421052631579,3.1,7.7,0.402597402597403,2.1,2.5,0.84,3.7,16.6,95,107
"3617","Steve Blake",2009,-1.5,-2.3,-2.9,"PG",28,"75",79.5,2285.16666666667,0.511,0.444333333333333,0.115666666666667,1.31666666666667,7.78333333333333,4.53333333333333,26.2666666666667,1.38333333333333,0.2,16.8166666666667,14.4333333333333,-0.0499999999999998,-1.5,5.48333333333333,13.2333333333333,0.412833333333333,2.23333333333333,5.96666666666667,0.374301675977654,3.25,7.31666666666667,0.444191343963554,1.13333333333333,1.48333333333333,0.764044943820225,2.88333333333333,14.35,107.5,111.166666666667
"3618","Steve Blake",2010,-2.3,-2.9,0,"PG",29,"75",76.8333333333333,2301.16666666667,0.5345,0.495833333333333,0.104,1.48333333333333,8.31666666666667,4.85,26.4,1.4,0.116666666666667,15,15.7333333333333,1.21666666666667,-1.33333333333333,6.18333333333333,14.8333333333333,0.416,3,7.33333333333333,0.409090909090909,3.18333333333333,7.5,0.424444444444444,1.23333333333333,1.53333333333333,0.804347826086957,3.08333333333333,16.6333333333333,111.833333333333,111.166666666667
"2950","Steve Blake",2005,-1.7,-3.1,-0.8,"PG",24,"75",64.6666666666667,1144,0.495333333333333,0.497333333333333,0.183333333333333,1.93333333333333,8.63333333333333,5.2,22.6,1.73333333333333,0.266666666666667,20.4666666666667,17.4,-1.66666666666667,-2.7,5.53333333333333,15.0666666666667,0.366666666666667,2.83333333333333,7.53333333333333,0.376106194690265,2.73333333333333,7.6,0.359649122807017,2.26666666666667,2.76666666666667,0.819277108433735,3.7,16.1333333333333,96,108.666666666667
"3619","Steve Blake",2012,0,-1.66,-0.86,"PG",31,"75",75.1666666666667,1812.66666666667,0.518333333333333,0.590166666666667,0.0955,1.21666666666667,8.96666666666667,5.1,21.95,1.41666666666667,0.15,19.1666666666667,13.1833333333333,-0.816666666666667,-1.16666666666667,4.65,11.8166666666667,0.3905,2.63333333333333,6.95,0.378896882494005,2,4.9,0.408163265306122,0.9,1.13333333333333,0.794117647058824,3.18333333333333,12.8333333333333,104,109.5
"11564","Steve Francis",2001,2.9,4.9,2.5,"PG",23,"75",78,2915.33333333333,0.549666666666667,0.277333333333333,0.337666666666667,6.56666666666667,11.0666666666667,8.86666666666667,30.5333333333333,2.23333333333333,0.7,18.1333333333333,24.7333333333333,4.26666666666667,0.133333333333333,9.1,20.4333333333333,0.447,2.06666666666667,5.66666666666667,0.364705882352941,7.1,14.7666666666667,0.480812641083522,5.53333333333333,6.9,0.801932367149759,4.33333333333333,25.8,107.666666666667,106
