"","Player","Year","RPM1","RPM2","RPM3","Pos","Age","Ht","G","MP","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OBPM","DBPM","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","PF","PTS","ORtg","DRtg"
"1329","Corey Maggette",2001,-0.6,-0.2,1.8,"SF",21,"78",74.3333333333333,1366.33333333333,0.556,0.0536666666666667,0.568333333333333,9.06666666666667,15.0666666666667,12.1,8.26666666666667,1.06666666666667,1.03333333333333,17.6333333333333,22.9,-0.7,-1,8.36666666666667,17.6666666666667,0.472666666666667,0.3,1,0.3,8.06666666666667,16.6666666666667,0.484,7.66666666666667,10.0333333333333,0.764119601328904,5.9,24.6,104,104.333333333333
"3130","Corey Maggette",2005,-0.4,0.2,1.4,"SG",25,"78",67.3333333333333,2285,0.573,0.218833333333333,0.577,4.16666666666667,14.35,9.26666666666667,13.6333333333333,1.38333333333333,0.466666666666667,13.55,25.45,2.66666666666667,-1.88333333333333,9.1,20.55,0.442833333333333,1.48333333333333,4.45,0.333333333333333,7.61666666666667,16.05,0.474558670820353,9.85,11.8833333333333,0.828892005610098,4.71666666666667,29.55,111.5,108.5
"2220","Corey Maggette",2002,-0.2,1.8,1.7,"SG",22,"78",72,1407.16666666667,0.557166666666667,0.0935,0.5545,8.06666666666667,14.7333333333333,11.45,9.01666666666667,1.15,0.95,17,22.7333333333333,-0.366666666666667,-1.06666666666667,8.31666666666667,17.7666666666667,0.466833333333333,0.533333333333333,1.7,0.313725490196078,7.76666666666667,16.0666666666667,0.483402489626556,7.58333333333333,9.85,0.769881556683587,5.73333333333333,24.6666666666667,104.833333333333,105
"1330","Corey Maggette",2008,-2.6,-1,-2.7,"SF",28,"78",52.6666666666667,1652.16666666667,0.5855,0.155,0.716,3.96666666666667,16.8166666666667,10.55,13.7333333333333,1.3,0.35,14.2666666666667,27.1166666666667,1.26666666666667,-1.16666666666667,9.06666666666667,20.1,0.450166666666667,1.01666666666667,3.15,0.322751322751323,8,16.95,0.471976401179941,11.8166666666667,14.3333333333333,0.824418604651163,5.25,30.9,110.333333333333,106.166666666667
"1331","Corey Maggette",2000,-0.5,-0.6,-0.2,"SF",20,"78",77,1370,0.553,0.023,0.557,9.8,14.3,12,7,0.9,1.3,19.1,22.1,-1.5,-0.8,8.1,16.9,0.478,0.1,0.4,0.25,8,16.5,0.484848484848485,7.1,9.4,0.75531914893617,6.1,23.3,102,104
"2221","Corey Maggette",2007,1.4,-2.6,-1,"SF",27,"78",56.1666666666667,1914.16666666667,0.578833333333333,0.161333333333333,0.691166666666667,3.78333333333333,16.3166666666667,10.2333333333333,14.9833333333333,1.36666666666667,0.283333333333333,13.85,27.5166666666667,1.95,-1.2,9.21666666666667,20.95,0.4395,1.03333333333333,3.4,0.303921568627451,8.15,17.55,0.464387464387464,12.1333333333333,14.4166666666667,0.841618497109827,4.8,31.6,111,106.166666666667
"3131","Corey Maggette",2006,0.2,1.4,-2.6,"SF",26,"78",63.8333333333333,2283.16666666667,0.581666666666667,0.202166666666667,0.641833333333333,3.85,15.2333333333333,9.61666666666667,15.45,1.33333333333333,0.316666666666667,13.6833333333333,26.5166666666667,3.15,-1.75,9.23333333333333,20.8833333333333,0.441333333333333,1.33333333333333,4.18333333333333,0.318725099601594,7.88333333333333,16.7,0.472055888223553,11.4,13.45,0.847583643122676,4.48333333333333,31.2166666666667,113.166666666667,108.166666666667
"1332","Corie Blount",2001,-0.5,-0.7,-0.8,"PF",32,"81",48,732.333333333333,0.502333333333333,0.0236666666666667,0.341333333333333,13.4333333333333,16.4,14.9,4.56666666666667,1.66666666666667,1.13333333333333,20.2333333333333,13.0666666666667,-2.96666666666667,0.633333333333333,5.03333333333333,10.6333333333333,0.476666666666667,0.0333333333333333,0.233333333333333,0.142857142857143,5,10.4,0.480769230769231,2.13333333333333,3.63333333333333,0.587155963302752,8.1,12.2333333333333,99,100.666666666667
"1333","Corie Blount",2000,-1.7,-0.5,-0.7,"PF",31,"81",38,446,0.517,0.022,0.371,13.2,14.9,14.1,3.3,1.7,1.1,21.3,13,-3.3,0.6,5,10.2,0.494,0,0.2,0,5,10,0.5,2.2,3.8,0.578947368421053,8.9,12.2,99,99
"1334","Corliss Williamson",2001,-1.3,-1.6,-2.6,"SF",27,"79",73.6666666666667,1700,0.543666666666667,0.001,0.349333333333333,7.26666666666667,11.5333333333333,9.4,7.1,1.23333333333333,0.766666666666667,13.1333333333333,20.9666666666667,-1.06666666666667,-0.9,9.2,18.3666666666667,0.500666666666667,0,0.0333333333333333,0,9.2,18.3333333333333,0.501818181818182,4.6,6.43333333333333,0.715025906735751,5.5,23,104.666666666667,105.333333333333
"2222","Corliss Williamson",2002,-1.6,-2.6,-3.4,"SF",28,"79",74,1699,0.546666666666667,0.002,0.354166666666667,7.4,12.1333333333333,9.76666666666667,7.78333333333333,1.3,0.833333333333333,13.05,22.5666666666667,-0.833333333333333,-1.06666666666667,9.88333333333333,19.65,0.502333333333333,0,0.0666666666666667,0,9.88333333333333,19.5833333333333,0.50468085106383,5.08333333333333,6.98333333333333,0.727923627684964,5.78333333333333,24.85,104.833333333333,105
"1335","Corliss Williamson",2000,-2.3,-1.3,-1.6,"SF",26,"79",76,1707,0.549,0,0.341,7.4,10.3,8.9,7.4,1.1,0.7,13.3,20.2,-1,-0.8,8.8,17.6,0.5,0,0,NA,8.8,17.6,0.5,4.6,6,0.766666666666667,5.4,22.2,106,106
"3132","Corliss Williamson",2003,-2.6,-3.4,-7.1,"SF",29,"79",74.1666666666667,1753.5,0.541333333333333,0.00566666666666667,0.366833333333333,7.61666666666667,13.6833333333333,10.6166666666667,8.78333333333333,1.45,0.983333333333333,12.6,25.4,-0.616666666666667,-1.26666666666667,10.9666666666667,22.0833333333333,0.4965,0.0166666666666667,0.166666666666667,0.1,10.9666666666667,21.9166666666667,0.500380228136882,5.86666666666667,8.1,0.724279835390947,6.28333333333333,27.8166666666667,103.833333333333,103.666666666667
"3133","Corliss Williamson",2004,-3.4,-7.1,-5.1,"PF",30,"79",79.5,1799.83333333333,0.546166666666667,0.00733333333333333,0.3605,7.96666666666667,13.0833333333333,10.55,10.35,1.31666666666667,1.05,12.6166666666667,27.3,-0.366666666666667,-1.3,11.55,23.5333333333333,0.490166666666667,0.0333333333333333,0.2,0.166666666666667,11.55,23.3333333333333,0.495,6.71666666666667,8.48333333333333,0.791748526522593,6.86666666666667,29.8333333333333,104.833333333333,102.5
"1336","Cory Joseph",2014,0.88,-0.77,-2.44,"SG",22,"75",41.3333333333333,570.666666666667,0.538,0.175,0.248,3.86666666666667,10.4333333333333,7.26666666666667,19.2,1.96666666666667,0.833333333333333,14.1,16.7,-0.733333333333333,0.6,6.73333333333333,14.3666666666667,0.467666666666667,0.733333333333333,2.56666666666667,0.285714285714286,6,11.9,0.504201680672269,3.03333333333333,3.6,0.842592592592593,3.7,17.1666666666667,109.666666666667,103.333333333333
"1337","Cory Joseph",2013,-3.68,0.88,-0.77,"PG",21,"75",28,388,0.528,0.191,0.191,3.8,11.3,7.7,20.2,2,0.7,15,16.6,-1.1,0.6,6.7,14.4,0.464,0.8,2.8,0.285714285714286,5.9,11.7,0.504273504273504,2.4,2.8,0.857142857142857,3.3,16.5,107,103
"3134","Cory Joseph",2015,-0.77,-2.44,-0.82,"PG",23,"75",49.8333333333333,746.666666666667,0.544,0.161,0.274166666666667,3.81666666666667,10.45,7.23333333333333,19.1166666666667,1.9,0.866666666666667,13.6666666666667,16.7666666666667,-0.516666666666667,0.583333333333333,6.83333333333333,14.4,0.474333333333333,0.7,2.36666666666667,0.295774647887324,6.15,12.1166666666667,0.507565337001376,3.25,3.98333333333333,0.815899581589958,3.76666666666667,17.5833333333333,111,103.5
"1338","Courtney Lee",2013,-0.29,-0.91,-0.44,"SG",27,"77",72.8333333333333,1770.66666666667,0.535833333333333,0.324666666666667,0.176,2.53333333333333,9.73333333333333,6.15,9.03333333333333,1.91666666666667,0.8,10.2,17.4333333333333,-0.3,-0.35,7.35,16.65,0.441166666666667,2.18333333333333,5.41666666666667,0.403076923076923,5.18333333333333,11.2333333333333,0.461424332344214,2.38333333333333,2.93333333333333,0.8125,3.18333333333333,19.2666666666667,106.333333333333,108
"1339","Courtney Lee",2010,-1.4,0.3,-0.3,"SG",24,"77",75,2084.33333333333,0.545666666666667,0.347333333333333,0.181666666666667,1.66666666666667,9.3,5.5,8.06666666666667,2.03333333333333,0.533333333333333,9.83333333333333,16.2333333333333,-0.733333333333333,0.8,6.83333333333333,15.3666666666667,0.445333333333333,2.03333333333333,5.26666666666667,0.386075949367089,4.8,10.0666666666667,0.47682119205298,2.36666666666667,2.8,0.845238095238095,3.76666666666667,18.0666666666667,106.666666666667,106.333333333333
"2223","Courtney Lee",2015,-0.44,-0.93,-1.28,"SG",29,"77",78.1666666666667,2020.5,0.556333333333333,0.310333333333333,0.162166666666667,1.68333333333333,9.13333333333333,5.48333333333333,10.5833333333333,2.05,0.916666666666667,11.4666666666667,16.05,-0.333333333333333,0.4,7,15.0333333333333,0.466666666666667,1.76666666666667,4.66666666666667,0.378571428571429,5.28333333333333,10.3666666666667,0.509646302250804,2.16666666666667,2.43333333333333,0.89041095890411,3.46666666666667,17.9166666666667,106.833333333333,105.333333333333
"2224","Courtney Lee",2011,0.3,-0.3,-0.29,"SG",25,"77",75.6666666666667,2048.33333333333,0.542,0.335,0.187333333333333,2.03333333333333,9.51666666666667,5.78333333333333,8.28333333333333,1.98333333333333,0.566666666666667,9.7,16.6333333333333,-0.65,0.4,7,15.7833333333333,0.4435,2.01666666666667,5.21666666666667,0.386581469648562,4.98333333333333,10.55,0.472353870458136,2.48333333333333,2.96666666666667,0.837078651685393,3.56666666666667,18.5,106.833333333333,107.333333333333
"1340","Courtney Lee",2009,-0.8,-1.4,0.3,"SG",23,"77",77,1939,0.556,0.376,0.174,1.1,9.1,5.2,7.6,2,0.5,10.6,15.5,-1,1.5,6.5,14.5,0.45,2.2,5.4,0.407407407407407,4.3,9,0.477777777777778,2.1,2.5,0.84,4.2,17.3,107,104
"2225","Courtney Lee",2014,-0.91,-0.44,-0.93,"SG",28,"77",68.1666666666667,1854.33333333333,0.544333333333333,0.337666666666667,0.149666666666667,1.76666666666667,9.16666666666667,5.46666666666667,9.4,2.08333333333333,0.95,10.6833333333333,16.8666666666667,-0.0833333333333333,0.2,7.26666666666667,16.1666666666667,0.451166666666667,2.15,5.51666666666667,0.389728096676737,5.15,10.65,0.483568075117371,2.06666666666667,2.43333333333333,0.849315068493151,3.4,18.75,105.833333333333,106
"3135","Courtney Lee",2012,-0.3,-0.29,-0.91,"SG",26,"77",72.1666666666667,2054.66666666667,0.5295,0.308,0.1925,2.78333333333333,9.8,6.21666666666667,8.78333333333333,1.95,0.683333333333333,8.98333333333333,17.75,-0.2,-0.616666666666667,7.5,17.1,0.4365,1.98333333333333,5.28333333333333,0.375394321766562,5.51666666666667,11.8666666666667,0.464887640449438,2.73333333333333,3.3,0.828282828282828,2.98333333333333,19.7166666666667,106.666666666667,110
"1341","Craig Smith",2009,-0.5,-1.7,-2.6,"PF",25,"79",79,1527.5,0.5755,0.0125,0.407666666666667,10.1833333333333,18.6666666666667,14.4,6.51666666666667,1.48333333333333,0.916666666666667,12.6,19.9666666666667,-0.583333333333333,-1.03333333333333,9.26666666666667,16.9666666666667,0.546833333333333,0,0.2,0,9.26666666666667,16.75,0.553233830845771,4.5,6.95,0.647482014388489,7.38333333333333,23.1166666666667,111.333333333333,108.666666666667
"1342","Craig Smith",2008,-1.3,-0.5,-1.7,"PF",24,"79",80.3333333333333,1540.33333333333,0.568666666666667,0.0143333333333333,0.394333333333333,10.9,19.4666666666667,15.2,5.8,1.6,0.9,12.2,19.3333333333333,-0.733333333333333,-0.933333333333333,8.93333333333333,16.5333333333333,0.541666666666667,0,0.233333333333333,0,8.93333333333333,16.3,0.548057259713701,4.16666666666667,6.53333333333333,0.637755102040816,7.56666666666667,22.1333333333333,111,107.666666666667
"1343","Craig Smith",2007,-1.8,-1.3,-0.5,"PF",23,"79",82,1537,0.558,0.013,0.402,11.9,20.3,16.2,5.4,1.8,0.9,12,18.7,-1,-0.6,8.4,15.9,0.531,0,0.2,0,8.4,15.7,0.535031847133758,4,6.4,0.625,7.7,20.9,110,106
"1344","Cuttino Mobley",2005,0.3,-0.4,-1.5,"SG",29,"76",74.1666666666667,2996.33333333333,0.539333333333333,0.339833333333333,0.235666666666667,2.2,9.46666666666667,5.95,13.0833333333333,1.71666666666667,0.816666666666667,12.45,20.5666666666667,1.46666666666667,-0.183333333333333,8.16666666666667,18.9333333333333,0.432,2.46666666666667,6.38333333333333,0.386422976501305,5.68333333333333,12.5,0.454666666666667,3.75,4.46666666666667,0.83955223880597,3.2,22.5166666666667,106,104.5
"1345","Cuttino Mobley",2000,0.7,0.7,1.3,"SG",24,"76",81,2496,0.545,0.287,0.347,2.7,10.1,6.5,14.3,1.8,0.8,13.7,23.9,1.1,-1.3,8.9,20.7,0.43,2.1,6,0.35,6.8,14.8,0.459459459459459,6.1,7.2,0.847222222222222,3.5,26.1,106,107
"1346","Cuttino Mobley",2003,1.8,-0.1,0.3,"SG",27,"76",76.3333333333333,3047,0.539,0.246333333333333,0.316,2.86666666666667,10.2666666666667,6.63333333333333,11.65,1.66666666666667,0.7,10.8,23.8833333333333,1.96666666666667,-1.1,9.48333333333333,21.8166666666667,0.435333333333333,2,5.38333333333333,0.371517027863777,7.48333333333333,16.4166666666667,0.455837563451777,5.78333333333333,6.86666666666667,0.842233009708738,3.15,26.7166666666667,107.666666666667,107.166666666667
"2226","Cuttino Mobley",2006,-0.4,-1.5,-5.1,"SG",30,"76",75.1666666666667,2907,0.539,0.357333333333333,0.219,1.78333333333333,10.2833333333333,6.2,13.7,1.7,0.85,12.3833333333333,20.4833333333333,1.05,-0.116666666666667,8.08333333333333,18.7666666666667,0.43,2.71666666666667,6.7,0.40547263681592,5.35,12.0666666666667,0.443370165745856,3.36666666666667,4.11666666666667,0.817813765182186,3.21666666666667,22.2,105,104.666666666667
"2227","Cuttino Mobley",2001,0.7,1.3,1.8,"SG",25,"76",80.3333333333333,2664.66666666667,0.543666666666667,0.260666666666667,0.361333333333333,2.9,10.6666666666667,6.9,13.3666666666667,1.7,0.733333333333333,12.6,24.0333333333333,1.36666666666667,-1.23333333333333,9.03333333333333,20.9666666666667,0.431333333333333,1.93333333333333,5.5,0.351515151515152,7.1,15.5333333333333,0.457081545064378,6.4,7.6,0.842105263157895,3.33333333333333,26.4666666666667,107,106.666666666667
"2228","Cuttino Mobley",2004,-0.1,0.3,-0.4,"SG",28,"76",74.6666666666667,3110.83333333333,0.536666666666667,0.303166666666667,0.237,2.3,9.13333333333333,5.75,12.3166666666667,1.81666666666667,0.8,11.6333333333333,22.6666666666667,1.85,-0.733333333333333,9.23333333333333,21.2333333333333,0.434666666666667,2.43333333333333,6.35,0.383202099737533,6.8,14.85,0.457912457912458,4.28333333333333,5.03333333333333,0.850993377483444,3.25,25.1166666666667,105.833333333333,106.833333333333
"3136","Cuttino Mobley",2002,1.3,1.8,-0.1,"SG",26,"76",79.1666666666667,2768,0.542333333333333,0.259166666666667,0.342,2.83333333333333,10.45,6.73333333333333,12.9166666666667,1.71666666666667,0.733333333333333,12.1,24.2,1.55,-1.26666666666667,9.28333333333333,21.4666666666667,0.432666666666667,2.01666666666667,5.6,0.360119047619048,7.26666666666667,15.9166666666667,0.456544502617801,6.16666666666667,7.31666666666667,0.842824601366743,3.3,26.7833333333333,107,107.166666666667
"1347","D.J. Augustin",2015,-1.75,-4.93,0.01,"PG",27,"72",75.3333333333333,1586.66666666667,0.541,0.540333333333333,0.326666666666667,1.43333333333333,6.7,4.05,25.1333333333333,1.46666666666667,0.15,15.5666666666667,18.3166666666667,0.7,-1.88333333333333,6.1,15.7833333333333,0.379833333333333,3.01666666666667,8.2,0.367886178861789,3.06666666666667,7.51666666666667,0.407982261640798,4.4,5.1,0.862745098039216,3.13333333333333,19.6166666666667,110,105.333333333333
"1348","D.J. Augustin",2010,-0.4,-3.6,-1.9,"PG",22,"72",74.6666666666667,1762.66666666667,0.563333333333333,0.400333333333333,0.350333333333333,1.03333333333333,7.3,4.2,22.3,1.33333333333333,0.166666666666667,13.7666666666667,19.8333333333333,0.766666666666667,-2.06666666666667,7.1,17.0333333333333,0.415333333333333,2.9,6.8,0.426470588235294,4.16666666666667,10.2333333333333,0.407166123778502,5.16666666666667,5.96666666666667,0.865921787709497,4.2,22.2333333333333,112,109
"1349","D.J. Augustin",2009,-2.6,-0.4,-3.6,"PG",21,"72",72,1908,0.587,0.396,0.375,1.1,7.5,4.3,22.6,1.2,0.1,14.1,20.8,1.6,-2.3,7.6,17.7,0.43,3.1,7,0.442857142857143,4.5,10.7,0.420560747663551,5.9,6.6,0.893939393939394,4,24.2,115,110
"1350","D.J. Augustin",2014,-4,-1.75,-4.93,"PG",26,"72",61.1666666666667,1435.83333333333,0.517,0.476333333333333,0.288,1.73333333333333,6.81666666666667,4.2,31.4666666666667,1.4,0.133333333333333,16.2666666666667,19.4166666666667,0.7,-3.03333333333333,6.26666666666667,16.65,0.373833333333333,2.71666666666667,7.6,0.357456140350877,3.58333333333333,9.01666666666667,0.397412199630314,4.06666666666667,4.71666666666667,0.862190812720848,2.8,19.3666666666667,105.166666666667,109.166666666667
"2229","D.J. Augustin",2012,-1.9,-3.85,-4,"PG",24,"72",75.3333333333333,1889.66666666667,0.5205,0.381833333333333,0.294833333333333,1.33333333333333,7.41666666666667,4.36666666666667,27.7,1.35,0.2,13.5333333333333,19.5666666666667,0.483333333333333,-2.46666666666667,6.75,17.0833333333333,0.394333333333333,2.36666666666667,6.48333333333333,0.365038560411311,4.38333333333333,10.6,0.413522012578616,4.23333333333333,5.03333333333333,0.841059602649006,3.7,20.1,107,109.833333333333
"2230","D.J. Augustin",2013,-3.85,-4,-1.75,"PG",25,"72",69.6666666666667,2052.16666666667,0.522666666666667,0.404333333333333,0.293166666666667,1.8,7.6,4.6,32.1166666666667,1.18333333333333,0.116666666666667,14.6833333333333,20.2166666666667,1.4,-3.1,6.86666666666667,17.5,0.391666666666667,2.35,6.85,0.343065693430657,4.6,10.6333333333333,0.432601880877743,4.5,5.11666666666667,0.879478827361564,2.76666666666667,20.6666666666667,107.5,111.333333333333
"3137","D.J. Augustin",2011,-3.6,-1.9,-3.85,"PG",23,"72",76.3333333333333,1904.16666666667,0.555666666666667,0.392333333333333,0.3395,1.13333333333333,7.43333333333333,4.3,23.7166666666667,1.3,0.166666666666667,13.5,19.9,0.9,-2.15,7.11666666666667,17.1833333333333,0.413,2.75,6.71666666666667,0.409429280397022,4.35,10.4666666666667,0.415605095541401,5.05,5.83333333333333,0.865714285714286,4.03333333333333,22.0166666666667,111.5,109.333333333333
"1351","D.J. White",2011,-4.6,NA,-5.09,"C-PF",24,"81",47,685,0.542,0.009,0.292,7.6,20,13.8,4.9,0.9,2.3,5.4,17.7,-1.9,-1,8.6,16.9,0.507,0,0.2,0,8.6,16.8,0.511904761904762,3.6,4.9,0.73469387755102,6,20.7,114,107
"1352","Daequan Cook",2010,-0.2,-2.6,-7,"SG",22,"77",62,1446.66666666667,0.481,0.5185,0.101,1.45,12.4333333333333,6.93333333333333,8.25,0.95,0.583333333333333,8.6,19.2333333333333,-2.2,-2.1,6.98333333333333,19.0333333333333,0.368833333333333,3.46666666666667,9.86666666666667,0.351351351351351,3.55,9.16666666666667,0.387272727272727,1.58333333333333,1.9,0.833333333333333,4.75,19.1,96.1666666666667,111.333333333333
"1353","Daequan Cook",2008,-3,-4.5,-0.2,"SG",20,"77",59,1441,0.48,0.463,0.111,1.6,13.3,7.4,9.1,0.8,0.5,10.5,19.8,-2.8,-2.3,7.2,19,0.381,2.9,8.8,0.329545454545455,4.3,10.2,0.42156862745098,1.7,2.1,0.809523809523809,5.8,19.1,93,113
"2231","Daequan Cook",2009,-4.5,-0.2,-2.6,"SF",21,"77",64.3333333333333,1571.66666666667,0.490666666666667,0.512666666666667,0.103,1.46666666666667,12.6,7,8.13333333333333,0.9,0.466666666666667,8.96666666666667,19.2666666666667,-2.1,-2.3,7.13333333333333,18.9333333333333,0.379,3.43333333333333,9.7,0.353951890034364,3.73333333333333,9.23333333333333,0.404332129963899,1.6,1.93333333333333,0.827586206896552,5.06666666666667,19.4,96.6666666666667,112.333333333333
"1354","Dahntay Jones",2010,-3.1,-2,-5,"SF",29,"78",78,1581.33333333333,0.531,0.051,0.437,4.16666666666667,9.3,6.73333333333333,9.76666666666667,1.46666666666667,1.16666666666667,14.6333333333333,16.5,-2.6,-0.1,6.16666666666667,13.4333333333333,0.459,0.3,0.666666666666667,0.45,5.86666666666667,12.7333333333333,0.460732984293194,4.33333333333333,5.83333333333333,0.742857142857143,6.8,16.9666666666667,103.333333333333,109.666666666667
"2232","Dahntay Jones",2009,-3.6,-3.1,-2,"SG",28,"78",104.333333333333,2146.33333333333,0.719666666666667,0.043,0.526666666666667,5.03333333333333,10.5,7.76666666666667,9.33333333333333,1.76666666666667,1.33333333333333,19.4333333333333,21.9,-3.16666666666667,-1.8,8.63333333333333,18.1,0.629666666666667,0.333333333333333,0.6,0.555555555555555,8.3,17.6,0.471590909090909,5.5,7.1,0.774647887323944,8.26666666666667,23,137,151.666666666667
"1355","Dale Davis",2000,1.7,2.4,2.4,"C",30,"83",74,2127,0.537,0,0.337,14,24,19.2,4.8,1.3,2.9,11.6,16.7,-0.1,1.7,7.3,14.6,0.502,0,0,NA,7.3,14.6,0.5,3.4,4.9,0.693877551020408,4.9,18,112,100
"2233","Dale Davis",2002,2.4,0.6,0.8,"C",32,"83",77,2192,0.535,0.00266666666666667,0.3335,13.5,22.0833333333333,17.9166666666667,5.9,1.25,2.75,10.8,15.1,0.116666666666667,1.65,6.73333333333333,13.45,0.501666666666667,0,0.0333333333333333,0,6.73333333333333,13.4166666666667,0.501863354037267,3.05,4.5,0.677777777777778,4.81666666666667,16.5166666666667,114.666666666667,100.833333333333
"2234","Dale Davis",2001,2.4,2.4,0.6,"C",31,"83",76.3333333333333,2138.66666666667,0.532666666666667,0.00266666666666667,0.328666666666667,13.7666666666667,22.6333333333333,18.3666666666667,5.66666666666667,1.23333333333333,2.8,11.3333333333333,15.6,0,1.63333333333333,6.86666666666667,13.7666666666667,0.500333333333333,0,0.0333333333333333,0,6.86666666666667,13.7333333333333,0.5,3.06666666666667,4.53333333333333,0.676470588235294,4.93333333333333,16.8,113,100.333333333333
"1356","Damian Lillard",2015,1.31,3.14,4.9,"PG",24,"75",82,3050,0.555666666666667,0.407333333333333,0.282333333333333,1.48333333333333,9.03333333333333,5.26666666666667,27.6,1.25,0.5,13.1833333333333,24.9166666666667,3.65,-1.76666666666667,9.48333333333333,22.15,0.428166666666667,3.38333333333333,8.98333333333333,0.376623376623377,6.13333333333333,13.0833333333333,0.468789808917197,5.38333333333333,6.23333333333333,0.863636363636364,3.06666666666667,27.6833333333333,111.333333333333,110.166666666667
"1357","Damian Lillard",2013,2.79,3.77,1.31,"PG",22,"75",82,3167,0.546,0.391,0.249,1.5,8,4.7,28.8,1.2,0.5,14.5,24.2,2.7,-2.4,9.2,21.4,0.429,3.1,8.3,0.373493975903614,6.1,13,0.469230769230769,4.5,5.3,0.849056603773585,2.9,25.9,108,112
"2235","Damian Lillard",2014,3.77,1.31,3.14,"PG",23,"75",82,3090.33333333333,0.553333333333333,0.402333333333333,0.275,1.43333333333333,8.4,4.9,27.5666666666667,1.16666666666667,0.5,13.5,24.4666666666667,3.26666666666667,-2.16666666666667,9.3,21.7666666666667,0.427333333333333,3.33333333333333,8.7,0.383141762452107,6,12.9666666666667,0.462724935732648,5.13333333333333,5.96666666666667,0.860335195530726,3.06666666666667,27,110.666666666667,111.333333333333
"1358","Damien Wilkins",2007,-1.9,-4.7,-1.2,"SF",27,"78",55.5,1107.83333333333,0.5155,0.252333333333333,0.272,6.36666666666667,8.78333333333333,7.55,9.85,2.38333333333333,1.05,11.2333333333333,17.6,0.483333333333333,-0.583333333333333,7.16666666666667,16.3333333333333,0.438,1.23333333333333,4.25,0.290196078431372,5.93333333333333,12.0833333333333,0.491034482758621,3.3,4.4,0.75,5.2,18.8333333333333,108.666666666667,111.5
"1359","Damien Wilkins",2005,-1.5,-0.4,-1.9,"SF",25,"78",29,520,0.5,0.351,0.202,6.9,8.7,7.8,8.5,2.3,1.5,8,17.7,1.1,-0.2,7.7,17.6,0.435,1.7,6.2,0.274193548387097,6,11.4,0.526315789473684,2.2,3.6,0.611111111111111,5.8,19.2,110,110
"2236","Damien Wilkins",2009,-1.2,-1.5,-3.9,"SG",29,"78",73.1666666666667,1738.83333333333,0.503333333333333,0.2345,0.248333333333333,4.58333333333333,9.13333333333333,6.8,11.75,2.06666666666667,0.666666666666667,13.1833333333333,18.45,-1.01666666666667,-0.516666666666667,6.81666666666667,16.6333333333333,0.412166666666667,1.48333333333333,3.91666666666667,0.378723404255319,5.36666666666667,12.7166666666667,0.422018348623853,3.36666666666667,4.11666666666667,0.817813765182186,3.9,18.5333333333333,101.333333333333,111
"2237","Damien Wilkins",2006,-0.4,-1.9,-4.7,"SF",26,"78",46.6666666666667,855,0.509666666666667,0.277,0.258666666666667,6.66666666666667,8.83333333333333,7.73333333333333,9.26666666666667,2.36666666666667,1.2,10.1333333333333,17.6,0.666666666666667,-0.566666666666667,7.33333333333333,16.7,0.438,1.3,4.76666666666667,0.272727272727273,6.03333333333333,11.9333333333333,0.505586592178771,3.03333333333333,4.26666666666667,0.7109375,5.5,18.9333333333333,109.333333333333,111.333333333333
"3138","Damien Wilkins",2008,-4.7,-1.2,-1.5,"SF",28,"78",81,1748.66666666667,0.521833333333333,0.1705,0.315666666666667,5.51666666666667,9.05,7.23333333333333,11.5166666666667,2.33333333333333,0.616666666666667,13.8666666666667,17.8333333333333,-0.333333333333333,-0.816666666666667,6.75,15.6166666666667,0.434166666666667,0.916666666666667,2.68333333333333,0.341614906832298,5.85,12.9333333333333,0.452319587628866,4.1,4.91666666666667,0.833898305084746,4.36666666666667,18.55,105.666666666667,112.5
"3139","Damien Wilkins",2010,-1.5,-3.9,-2.5,"SF",30,"78",65,1397.66666666667,0.4785,0.254333333333333,0.2355,4.18333333333333,10.2833333333333,7.16666666666667,11.4666666666667,1.8,0.816666666666667,12.4333333333333,18.3166666666667,-2.1,-0.566666666666667,6.58333333333333,16.8333333333333,0.394333333333333,1.53333333333333,4.35,0.352490421455939,5.1,12.4833333333333,0.408544726301736,2.98333333333333,3.86666666666667,0.771551724137931,3.96666666666667,17.6833333333333,97.8333333333333,111
"1360","Damion James",2011,NA,NA,-1.7,"SF",23,"79",25,403,0.477,0.029,0.272,4.8,20.5,12.5,8.1,2.1,2.3,17.8,16.2,-5.1,1.7,6.1,13.6,0.447,0,0.4,0,6.1,13.2,0.462121212121212,2.4,3.7,0.648648648648649,4.8,14.6,90,106
"1361","Damon Jones",2002,-1.4,-1.9,2.5,"PG",25,"75",62.3333333333333,958.166666666667,0.520333333333333,0.568166666666667,0.191833333333333,1.71666666666667,8.31666666666667,5,24.1666666666667,1.36666666666667,0.0666666666666667,15.1166666666667,17.8166666666667,0.283333333333333,-3.28333333333333,6.33333333333333,16.0666666666667,0.395666666666667,3.3,9.06666666666667,0.363970588235294,3.03333333333333,6.96666666666667,0.435406698564593,2.11666666666667,3.11666666666667,0.679144385026738,2.78333333333333,18.0833333333333,103.833333333333,109.666666666667
